YEAR,STATE_DESCRIPTION,STATE_CODE,NAICS_CODE,INDUSTRY,BUSINESS_CLASSIFICATION_S,ANNUAL_PAYROLL_S,EMPLOYMENT_S,AVG_SALARY_S,BUSINESS_CLASSIFICATION_B,ANNUAL_PAYROLL_B,EMPLOYMENT_B,AVG_SALARY_B
2008,Ohio,OH,11,"Agriculture, Forestry, Fishing and Hunting",Small Business,57011000,2054,27756.085686465434,Large Business,5343000.0,126.0,42404.76190476191
2008,North Carolina,NC,54,"Professional, Scientific, and Technical Services",Small Business,12107942000,236176,51266.6062597385,Large Business,5527350000.0,72286.0,76465.01397227679
2008,North Carolina,NC,52,Finance and Insurance,Small Business,4493354000,87070,51606.22487653612,Large Business,9323296000.0,131162.0,71082.29517695674
2008,New York,NY,22,Utilities,Small Business,468310000,5478,85489.22964585615,Large Business,3527928000.0,36879.0,95662.24680712601
2008,New York,NY,23,Construction,Small Business,35976474000,645840,55704.93311036789,Large Business,2344095000.0,28014.0,83675.84065110302
2008,New York,NY,31-33,Manufacturing,Small Business,24861616000,606944,40961.96024674435,Large Business,11827642000.0,207737.0,56935.65421662968
2008,New York,NY,42,Wholesale Trade,Small Business,31631898000,557828,56705.46835225195,Large Business,7947627000.0,115476.0,68824.92465966954
2008,New York,NY,44-45,Retail Trade,Small Business,22592730000,752704,30015.42438993283,Large Business,11793474000.0,515983.0,22856.322785828215
2008,New York,NY,48-49,Transportation and Warehousing,Small Business,7933178000,212402,37349.82721443301,Large Business,5454647000.0,134036.0,40695.387806261
2008,New York,NY,51,Information,Small Business,10913354000,160198,68124.15885341889,Large Business,18346151000.0,209646.0,87510.14090419088
2008,New York,NY,52,Finance and Insurance,Small Business,51632320000,327516,157648.2370326946,Large Business,88021832000.0,431159.0,204151.67490415368
2008,New York,NY,53,Real Estate and Rental and Leasing,Small Business,12823064000,274720,46676.84915550378,Large Business,2363295000.0,32579.0,72540.4401608398
2008,New York,NY,54,"Professional, Scientific, and Technical Services",Small Business,48490486000,703714,68906.52452558852,Large Business,21279221000.0,231068.0,92090.73086710405
2008,New York,NY,55,Management of Companies and Enterprises,Small Business,4491794000,46510,96576.95119329177,Large Business,19395893000.0,152061.0,127553.37002913305
2008,New York,NY,56,Administrative and Support and Waste Management and Remediation Services,Small Business,18431716000,487970,37772.23189950202,Large Business,11718394000.0,274892.0,42629.08342185295
2008,New York,NY,61,Educational Services,Small Business,8156468000,248634,32805.11917115117,Large Business,9137142000.0,237112.0,38535.131077296806
2008,New York,NY,62,Health Care and Social Assistance,Small Business,45084628000,1162314,38788.68188802682,Large Business,35230115000.0,764412.0,46087.86230462107
2008,New York,NY,71,"Arts, Entertainment, and Recreation",Small Business,8374086000,204204,41008.43274372686,Large Business,2488370000.0,56788.0,43818.588434176236
2008,New York,NY,72,Accommodation and Food Services,Small Business,15913758000,861172,18479.186503973655,Large Business,4277066000.0,195609.0,21865.38451707232
2008,New York,NY,81,Other Services (except Public Administration),Small Business,18833210000,610604,30843.574558961292,Large Business,1754578000.0,50203.0,34949.66436268749
2008,North Carolina,NC,11,"Agriculture, Forestry, Fishing and Hunting",Small Business,267478000,8744,30589.89021043001,Large Business,10609000.0,223.0,47573.991031390135
2008,North Carolina,NC,21,"Mining, Quarrying, and Oil and Gas Extraction",Small Business,101582000,2482,40927.47784045125,Large Business,101145000.0,2130.0,47485.91549295775
2008,North Carolina,NC,22,Utilities,Small Business,403502000,6786,59460.94901267315,Large Business,1580142000.0,17431.0,90651.25351385462
2008,North Carolina,NC,23,Construction,Small Business,14572888000,413558,35237.83362914029,Large Business,1753592000.0,32776.0,53502.31876983158
2008,North Carolina,NC,31-33,Manufacturing,Small Business,12558868000,361634,34728.11737834385,Large Business,13771353000.0,322061.0,42760.076507245525
2008,North Carolina,NC,42,Wholesale Trade,Small Business,9305794000,196722,47304.28726832789,Large Business,5267124000.0,82286.0,64009.96524317624
2008,North Carolina,NC,44-45,Retail Trade,Small Business,9206478000,355596,25890.27435629197,Large Business,5945526000.0,298961.0,19887.296336311425
2008,North Carolina,NC,48-49,Transportation and Warehousing,Small Business,2584200000,78688,32841.09394062627,Large Business,3066111000.0,77353.0,39637.90673923442
2008,North Carolina,NC,51,Information,Small Business,1833910000,37020,49538.35764451648,Large Business,3502017000.0,59485.0,58872.270320248805
2008,North Carolina,NC,53,Real Estate and Rental and Leasing,Small Business,2541658000,72738,34942.64346008964,Large Business,613529000.0,17047.0,35990.43820026984
2008,Ohio,OH,21,"Mining, Quarrying, and Oil and Gas Extraction",Small Business,634618000,12630,50246.87252573238,Large Business,212684000.0,3348.0,63525.68697729988
2008,Ohio,OH,22,Utilities,Small Business,348350000,6034,57731.18992376533,Large Business,2154360000.0,23957.0,89926.11762741579
2008,Ohio,OH,23,Construction,Small Business,15708638000,341050,46059.63348482627,Large Business,2163435000.0,36995.0,58479.118799837815
2008,Oklahoma,OK,72,Accommodation and Food Services,Small Business,1826158000,162468,11240.10882142945,Large Business,669173000.0,52917.0,12645.709318366498
2008,Oklahoma,OK,81,Other Services (except Public Administration),Small Business,2351236000,115674,20326.400055327904,Large Business,137129000.0,5252.0,26109.86290936786
2008,Oregon,OR,11,"Agriculture, Forestry, Fishing and Hunting",Small Business,859674000,24328,35336.81354817494,Large Business,36643000.0,559.0,65550.9838998211
2008,Oregon,OR,21,"Mining, Quarrying, and Oil and Gas Extraction",Small Business,85960000,2084,41247.60076775432,Large Business,58770000.0,863.0,68099.65237543453
2008,Oregon,OR,22,Utilities,Small Business,139271000,2131,65354.76302205538,Large Business,563685000.0,6421.0,87787.72776826039
2008,Oregon,OR,23,Construction,Small Business,6977060000,172498,40447.19359065033,Large Business,850696000.0,11150.0,76295.60538116592
2008,Oregon,OR,31-33,Manufacturing,Small Business,7153964000,185796,38504.40267820621,Large Business,4673468000.0,89133.0,52432.522185946844
2008,Oregon,OR,42,Wholesale Trade,Small Business,4584556000,95652,47929.53623552043,Large Business,1813617000.0,29382.0,61725.44414947927
2008,Oregon,OR,44-45,Retail Trade,Small Business,4528356000,183208,24717.021090782062,Large Business,2686837000.0,114175.0,23532.620976571052
2008,Oregon,OR,48-49,Transportation and Warehousing,Small Business,1701976000,46248,36801.072478809896,Large Business,1393426000.0,34060.0,40910.921902524955
2008,Oregon,OR,51,Information,Small Business,1400764000,27924,50163.443632717375,Large Business,1417267000.0,24579.0,57661.70307986493
2008,Oregon,OR,52,Finance and Insurance,Small Business,2386582000,47324,50430.69055870172,Large Business,2416076000.0,41805.0,57793.948092333456
2008,Oregon,OR,53,Real Estate and Rental and Leasing,Small Business,1322386000,45460,29089.00131984162,Large Business,276090000.0,7813.0,35337.25841546141
2008,Oregon,OR,54,"Professional, Scientific, and Technical Services",Small Business,5983288000,118352,50555.02230634041,Large Business,2320261000.0,30022.0,77285.35740456998
2008,Oregon,OR,55,Management of Companies and Enterprises,Small Business,601096000,10979,54749.612897349485,Large Business,3045000000.0,33433.0,91077.6777435468
2008,Oregon,OR,56,Administrative and Support and Waste Management and Remediation Services,Small Business,2433638000,94614,25721.753651679457,Large Business,1232682000.0,44757.0,27541.658288089013
2008,Oregon,OR,61,Educational Services,Small Business,854634000,38492,22202.89930375143,Large Business,564591000.0,20881.0,27038.503903069777
2008,Oregon,OR,62,Health Care and Social Assistance,Small Business,7500104000,207584,36130.45321412055,Large Business,4752420000.0,97197.0,48894.7189728078
2008,Oregon,OR,71,"Arts, Entertainment, and Recreation",Small Business,682744000,36406,18753.612041971104,Large Business,242176000.0,7051.0,34346.33385335413
2008,Oregon,OR,72,Accommodation and Food Services,Small Business,3108458000,223542,13905.476375804099,Large Business,768066000.0,44219.0,17369.592256722222
2008,Oregon,OR,81,Other Services (except Public Administration),Small Business,2682120000,113542,23622.271934614502,Large Business,212784000.0,7057.0,30152.18931557319
2008,Pennsylvania,PA,11,"Agriculture, Forestry, Fishing and Hunting",Small Business,147112000,5656,26009.90099009901,Large Business,3253000.0,65.0,50046.153846153844
2008,Pennsylvania,PA,21,"Mining, Quarrying, and Oil and Gas Extraction",Small Business,996406000,19472,51171.220213640096,Large Business,808022000.0,11316.0,71405.26687875575
2008,Pennsylvania,PA,22,Utilities,Small Business,235602000,3912,60225.460122699384,Large Business,2957364000.0,28702.0,103036.86154274964
2008,Pennsylvania,PA,23,Construction,Small Business,21286890000,434124,49034.12389086989,Large Business,2417797000.0,40167.0,60193.616650484226
2008,Oklahoma,OK,62,Health Care and Social Assistance,Small Business,7409338000,227490,32569.950327486924,Large Business,3570851000.0,90629.0,39400.754725308674
2008,Oklahoma,OK,61,Educational Services,Small Business,486888000,19666,24757.856198515205,Large Business,219455000.0,8538.0,25703.326305926446
2008,Oklahoma,OK,56,Administrative and Support and Waste Management and Remediation Services,Small Business,2045780000,78790,25964.970173879934,Large Business,1687990000.0,62350.0,27072.81475541299
2008,Oklahoma,OK,55,Management of Companies and Enterprises,Small Business,473718000,7635,62045.57956777996,Large Business,2446934000.0,23564.0,103842.04719062978
2008,Ohio,OH,31-33,Manufacturing,Small Business,27734370000,670218,41381.117785556344,Large Business,21216384000.0,407678.0,52042.01354990949
2008,Ohio,OH,42,Wholesale Trade,Small Business,13776974000,288596,47737.92429555503,Large Business,5171676000.0,87737.0,58945.211256368464
2008,Ohio,OH,44-45,Retail Trade,Small Business,10794046000,430496,25073.510555266483,Large Business,7665183000.0,370248.0,20702.834316458157
2008,Ohio,OH,48-49,Transportation and Warehousing,Small Business,4025106000,117284,34319.31039186931,Large Business,4769866000.0,112251.0,42492.85975180622
2008,Ohio,OH,51,Information,Small Business,2237950000,49174,45510.83906129255,Large Business,4171306000.0,71860.0,58047.6760367381
2008,Ohio,OH,52,Finance and Insurance,Small Business,6073920000,135306,44890.2487694559,Large Business,12610659000.0,199469.0,63221.147145671755
2008,Ohio,OH,53,Real Estate and Rental and Leasing,Small Business,2916404000,87694,33256.596802517844,Large Business,943323000.0,23457.0,40214.98912904463
2008,Ohio,OH,54,"Professional, Scientific, and Technical Services",Small Business,16744536000,322480,51924.26196973456,Large Business,5027991000.0,74937.0,67096.24084230754
