"Specimen Number","Species ID","Group","Family","Scientific Name","Common Name","Country","State","County","Locality","Latitude","Longitude","Source","Accuracy","Drainage Name","HUC 8 Number","Year","Month","Day","Status","Comments","record_type","disposal","Museum_Cat_No","fresh_marine_intro","Reference 1","Type 1","Date 1","Author 1","Title 1","Publisher 1","Location 1","Reference 2","Type 2","Date 2","Author 2","Title 2","Publisher 2","Location 2","Reference 3","Type 3","Date 3","Author 3","Title 3","Publisher 3","Location 3","Reference 4","Type 4","Date 4","Author 4","Title 4","Publisher 4","Location 4","Reference 5","Type 5","Date 5","Author 5","Title 5","Publisher 5","Location 5","Reference 6","Type 6","Date 6","Author 6","Title 6","Publisher 6","Location 6"
"1614396","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Alachua","[No locality description provided]","29.61335","-82.41653","reported","Accurate","Oklawaha","03080102","2017","8","21","established","<a href = https://www.inaturalist.org/observations/7599389 target = _blank >iNaturalist observation ID 7599389</a>","Literature","","","Freshwater","25944","Database","2019","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1614414","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Alachua","[No locality description provided]","29.67964","-82.30709","reported","Accurate","Oklawaha","03080102","2017","9","28","established","<a href = https://www.inaturalist.org/observations/8158198 target = _blank >iNaturalist observation ID 8158198</a>","Literature","","","Freshwater","25944","Database","2019","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1614670","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Alachua","[No locality description provided]","29.79555","-82.16766","reported","Accurate","Oklawaha","03080102","2018","7","4","established","<a href = https://www.inaturalist.org/observations/14074326 target = _blank >iNaturalist observation ID 14074326</a>","Literature","","","Freshwater","25944","Database","2019","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1614734","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Alachua","[No locality description provided]","29.67047","-82.34944","reported","Accurate","Oklawaha","03080102","2018","8","26","established","<a href = https://www.inaturalist.org/observations/15921249 target = _blank >iNaturalist observation ID 15921249</a>","Literature","","","Freshwater","25944","Database","2019","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1614957","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Alachua","[No locality description provided]","29.53724","-82.29288","reported","Accurate","Oklawaha","03080102","2018","11","6","established","<a href = https://www.inaturalist.org/observations/18277099 target = _blank >iNaturalist observation ID 18277099</a>","Literature","","","Freshwater","25944","Database","2019","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1614968","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Alachua","[No locality description provided]","29.65454","-82.36518","reported","Accurate","Oklawaha","03080102","2018","11","12","established","<a href = https://www.inaturalist.org/observations/18364298 target = _blank >iNaturalist observation ID 18364298</a>","Literature","","","Freshwater","25944","Database","2019","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1615093","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Alachua","[No locality description provided]","29.66863","-82.2387","reported","Accurate","Oklawaha","03080102","2019","2","9","established","<a href = https://www.inaturalist.org/observations/20850860 target = _blank >iNaturalist observation ID 20850860</a>","Literature","","","Freshwater","25944","Database","2019","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1615270","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Alachua","[No locality description provided]","29.55585","-82.1958","reported","Accurate","Oklawaha","03080102","2019","5","18","established","<a href = https://www.inaturalist.org/observations/25316194 target = _blank >iNaturalist observation ID 25316194</a>","Literature","","","Freshwater","25944","Database","2019","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1615341","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Alachua","[No locality description provided]","29.63352","-82.33676","reported","Accurate","Oklawaha","03080102","2018","8","25","established","<a href = https://www.inaturalist.org/observations/26755404 target = _blank >iNaturalist observation ID 26755404</a>","Literature","","","Freshwater","25944","Database","2019","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1615176","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Bay","[No locality description provided]","30.19167","-85.75368","reported","Accurate","St. Andrew-St. Joseph Bays","03140101","2019","2","21","established","<a href = https://www.inaturalist.org/observations/22435584 target = _blank >iNaturalist observation ID 22435584</a>","Literature","","","Freshwater","25944","Database","2019","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"123","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Bay","Bay County","30.21917","-85.638788","US Census Bureau","Centroid","Choctawhatchee-Escambia","03140000","1988","8","","established","","Literature","","","Freshwater","698","Book","1988","Ashton, R.E., and P.S. Ashton.","Handbook of Reptiles and Amphibians of Florida. Part Three: The Amphibians.","Windward Publishing, Inc  Miami, FL.","","700","Book","1991","Conant, R., and J.T. Collins.","A Field Guide to Reptiles and Amphibians of Eastern and Central North America.","Houghton Mifflin Co, Boston.","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"451","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Bay","Panama City, 1.0 mi SW Calloway along US 98, vacant lot on Long Point","30.15369","-85.59141","GNIS","Approximate","St. Andrew-St. Joseph Bays","03140101","1987","10","3","collected","under fallen oak branch, sandy ridge with live oaks","Specimen","FL Museum of Natural Hist","UF 67833","Freshwater","12123","Database","1997","Anonymous","<em>Eleutherodactylus planirostris </em>records from the herpetology collection of the Florida Museum of Natural History.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"452","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Bradford","1 mi W of Keystone Heights","29.7785","-82.0487","Map derived","Approximate","Lower St. Johns","03080103","1997","","","established","REA 524","Specimen","FL Museum of Natural Hist","UF 101537","Freshwater","12123","Database","1997","Anonymous","<em>Eleutherodactylus planirostris </em>records from the herpetology collection of the Florida Museum of Natural History.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"453","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Bradford","Bradford County","29.928876","-82.142368","US Census Bureau","Centroid","Santa Fe","03110206","1976","4","17","established","","Specimen","FL Museum of Natural Hist","UF 101536","Freshwater","12123","Database","1997","Anonymous","<em>Eleutherodactylus planirostris </em>records from the herpetology collection of the Florida Museum of Natural History.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"523","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Brevard","Merritt Island NWR, Kennedy Space Center, array near dump","28.377227","-80.698664","GNIS","Approximate","Cape Canaveral","03080202","1980","10","17","established","SJM083","Specimen","FL Museum of Natural Hist","UF 40747","Freshwater","12123","Database","1997","Anonymous","<em>Eleutherodactylus planirostris </em>records from the herpetology collection of the Florida Museum of Natural History.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"145","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Brevard","Brevard County","28.220079","-80.685189","US Census Bureau","Centroid","St. Johns","03080000","1988","8","","established","","Literature","","","Freshwater","698","Book","1988","Ashton, R.E., and P.S. Ashton.","Handbook of Reptiles and Amphibians of Florida. Part Three: The Amphibians.","Windward Publishing, Inc  Miami, FL.","","700","Book","1991","Conant, R., and J.T. Collins.","A Field Guide to Reptiles and Amphibians of Eastern and Central North America.","Houghton Mifflin Co, Boston.","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"434","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Brevard","Melbourne","28.090761","-80.618362","Map derived","Approximate","Cape Canaveral","03080202","1910","","","collected","","Literature","","","Freshwater","12132","Journal Article","1951","Neill, W.T.","Florida's Air-plants and Their Inhabitants.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"236980","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Brevard","Eau Gallie","28.12889","-80.63056","Map derived","Approximate","Cape Canaveral","03080202","1910","","","established","","Literature","","","Freshwater","12086","Journal Article","1910","Barbour, T.","Eleutherodactylus ricordii in Florida.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
